"Metabolite","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif","p.adj.BH","LibraryID","Precursor_Mass","Network_Number","NPC.superclass","NPC.class","NPC.pathway","ClassyFire.superclass","ClassyFire.class","ClassyFire.subclass","ClassyFire.level.5"
"1562","Amigos","Low","Medium",0,-0.0628955551643601,-1.01869114844381,0.892900038115089,0.987,"ns",1,NA,"114.0915",NA,"Lysine alkaloids","Piperidine alkaloids","Alkaloids","Organoheterocyclic compounds","Lactams",NA,NA
"15660","Amigos","High","Low",0,0.142179591034988,-0.47225798563099,0.756617167700966,0.847,"ns",1,NA,"1153.5923",NA,"Tryptophan alkaloids","Carboline alkaloids","Alkaloids","Organoheterocyclic compounds","Tetrapyrroles and derivatives",NA,NA
"15660","Amigos","High","Medium",0,-0.0910130944178551,-0.74823850668261,0.5662123178469,0.942,"ns",1,NA,"1153.5923",NA,"Tryptophan alkaloids","Carboline alkaloids","Alkaloids","Organoheterocyclic compounds","Tetrapyrroles and derivatives",NA,NA
"15660","Amigos","Low","Medium",0,-0.233192685452843,-0.615936799788298,0.149551428882613,0.32,"ns",1,NA,"1153.5923",NA,"Tryptophan alkaloids","Carboline alkaloids","Alkaloids","Organoheterocyclic compounds","Tetrapyrroles and derivatives",NA,NA
"15665","Amigos","High","Low",0,0.126100597624585,-0.61293256340194,0.865133758651111,0.914,"ns",1,NA,"1027.5714",NA,NA,NA,NA,NA,NA,NA,NA
"15665","Amigos","High","Medium",0,0.169639029589889,-0.620858479642081,0.960136538821859,0.867,"ns",1,NA,"1027.5714",NA,NA,NA,NA,NA,NA,NA,NA
"15665","Amigos","Low","Medium",0,0.0435384319653034,-0.416818491868147,0.503895355798754,0.973,"ns",1,NA,"1027.5714",NA,NA,NA,NA,NA,NA,NA,NA
"15669","Amigos","High","Low",0,-0.359329824313658,-1.27712521536103,0.558465566733714,0.623,"ns",1,NA,"734.0729","65",NA,NA,NA,NA,NA,NA,NA
"15669","Amigos","High","Medium",0,-0.382485440476536,-1.36419371673275,0.599222835779676,0.625,"ns",1,NA,"734.0729","65",NA,NA,NA,NA,NA,NA,NA
"15669","Amigos","Low","Medium",0,-0.0231556161628774,-0.594866718198151,0.548555485872396,0.995,"ns",1,NA,"734.0729","65",NA,NA,NA,NA,NA,NA,NA
"15682","Amigos","High","Low",0,-0.0430781746651148,-0.998071154124287,0.911914804794057,0.994,"ns",1,NA,"485.0632","43","Fatty acyls","Glycerophosphoethanolamines","Fatty acids","Organic oxygen compounds","Organic oxoanionic compounds","Organic pyrophosphates",NA
"15682","Amigos","High","Medium",0,0.22007143639114,-0.801424771638147,1.24156764442043,0.866,"ns",1,NA,"485.0632","43","Fatty acyls","Glycerophosphoethanolamines","Fatty acids","Organic oxygen compounds","Organic oxoanionic compounds","Organic pyrophosphates",NA
"15682","Amigos","Low","Medium",0,0.263149611056255,-0.33173253157413,0.85803175368664,0.547,"ns",1,NA,"485.0632","43","Fatty acyls","Glycerophosphoethanolamines","Fatty acids","Organic oxygen compounds","Organic oxoanionic compounds","Organic pyrophosphates",NA
"15691","Amigos","High","Low",0,0.0821188476466057,-1.53024987883778,1.69448757413099,0.992,"ns",1,NA,"997.0679","6","Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15691","Amigos","High","Medium",0,-0.62337171528777,-2.34802160850641,1.10127817793087,0.667,"ns",1,NA,"997.0679","6","Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15691","Amigos","Low","Medium",0,-0.705490562934375,-1.70986377127403,0.298882645405281,0.222,"ns",1,NA,"997.0679","6","Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15695","Amigos","High","Low",0,0.185449920224594,-0.727317746537075,1.09821758698626,0.88,"ns",1,NA,"506.8248","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15695","Amigos","High","Medium",0,0.320794737109277,-0.655535697211625,1.29712517143018,0.716,"ns",1,NA,"506.8248","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15695","Amigos","Low","Medium",0,0.135344816884683,-0.433234426110823,0.70392405988019,0.839,"ns",1,NA,"506.8248","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15703","Amigos","High","Low",0,0.575685537369567,-1.04860576739149,2.19997684213062,0.678,"ns",1,NA,"990.0623","6",NA,NA,NA,NA,NA,NA,NA
"15703","Amigos","High","Medium",0,0.469075525606875,-1.26832720324669,2.20647825446044,0.798,"ns",1,NA,"990.0623","6",NA,NA,NA,NA,NA,NA,NA
"15703","Amigos","Low","Medium",0,-0.106610011762692,-1.11841000654314,0.905189983017761,0.966,"ns",1,NA,"990.0623","6",NA,NA,NA,NA,NA,NA,NA
"15711","Amigos","High","Low",0,0.914428489477554,-0.307423031804028,2.13628001075914,0.182,"ns",1,NA,"989.8118","6",NA,NA,NA,NA,NA,NA,NA
"15711","Amigos","High","Medium",0,0.388975441546926,-0.917962643454265,1.69591352654812,0.76,"ns",1,NA,"989.8118","6",NA,NA,NA,NA,NA,NA,NA
"15711","Amigos","Low","Medium",0,-0.525453047930628,-1.28656613105278,0.235660035191528,0.233,"ns",1,NA,"989.8118","6",NA,NA,NA,NA,NA,NA,NA
"15725","Amigos","High","Low",0,0.640086612302562,-0.683759067034667,1.96393229163979,0.486,"ns",1,NA,"985.8056","6",NA,NA,NA,NA,NA,NA,NA
"15725","Amigos","High","Medium",0,0.405370540649032,-1.01066431043937,1.82140539173743,0.776,"ns",1,NA,"985.8056","6",NA,NA,NA,NA,NA,NA,NA
"15725","Amigos","Low","Medium",0,-0.23471607165353,-1.05936313312418,0.589930989817122,0.778,"ns",1,NA,"985.8056","6",NA,NA,NA,NA,NA,NA,NA
"15736","Amigos","High","Low",0,-0.0109314738074984,-1.08803301716047,1.06617006954547,1,"ns",1,NA,"495.819","11","Fatty acyls","Fatty alcohols","Fatty acids","Organic oxygen compounds","Organooxygen compounds",NA,NA
"15736","Amigos","High","Medium",0,0.405853853705207,-0.746254241184289,1.5579619485947,0.681,"ns",1,NA,"495.819","11","Fatty acyls","Fatty alcohols","Fatty acids","Organic oxygen compounds","Organooxygen compounds",NA,NA
"15736","Amigos","Low","Medium",0,0.416785327512706,-0.254160415254089,1.0877310702795,0.307,"ns",1,NA,"495.819","11","Fatty acyls","Fatty alcohols","Fatty acids","Organic oxygen compounds","Organooxygen compounds",NA,NA
"15751","Amigos","High","Low",0,0.740870469098647,-0.742302549540613,2.22404348773791,0.464,"ns",1,NA,"997.3199",NA,NA,NA,NA,NA,NA,NA,NA
"15751","Amigos","High","Medium",0,0.18331477400307,-1.4031425581224,1.76977210612854,0.959,"ns",1,NA,"997.3199",NA,NA,NA,NA,NA,NA,NA,NA
"15751","Amigos","Low","Medium",0,-0.557555695095577,-1.48145059505533,0.366339204864177,0.327,"ns",1,NA,"997.3199",NA,NA,NA,NA,NA,NA,NA,NA
"15784","Amigos","High","Low",0,0.0459460519235331,-0.768980792799758,0.860872896646824,0.99,"ns",1,NA,"935.7762","6",NA,NA,NA,NA,NA,NA,NA
"15784","Amigos","High","Medium",0,-0.131675918233332,-1.00335215000787,0.74000031354121,0.932,"ns",1,NA,"935.7762","6",NA,NA,NA,NA,NA,NA,NA
"15784","Amigos","Low","Medium",0,-0.177621970156865,-0.685254421811695,0.330010481497965,0.685,"ns",1,NA,"935.7762","6",NA,NA,NA,NA,NA,NA,NA
"15805","Amigos","High","Low",0,0.0768449459038569,-1.55918471881998,1.71287461062769,0.993,"ns",1,NA,"993.0641",NA,NA,NA,NA,NA,NA,NA,NA
"15805","Amigos","High","Medium",0,-0.446524593699481,-2.19648311138958,1.30343392399062,0.817,"ns",1,NA,"993.0641",NA,NA,NA,NA,NA,NA,NA,NA
"15805","Amigos","Low","Medium",0,-0.523369539603338,-1.54248156795453,0.495742488747855,0.444,"ns",1,NA,"993.0641",NA,NA,NA,NA,NA,NA,NA,NA
"1581","Amigos","High","Low",0,-0.473884878597499,-1.21618039923197,0.268410642036973,0.287,"ns",1,NA,"280.1118",NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides",NA
"1581","Amigos","High","Medium",0,-0.347073875458311,-1.14106092654077,0.446913175624146,0.554,"ns",1,NA,"280.1118",NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides",NA
"1581","Amigos","Low","Medium",0,0.126811003139188,-0.335578102621616,0.589200108899991,0.792,"ns",1,NA,"280.1118",NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides",NA
"1584","Amigos","High","Low",0,-0.652137007743483,-1.38404314174067,0.0797691262537005,0.0911,"ns",1,NA,"197.1286",NA,"Nicotinic acid alkaloids","Pyridine alkaloids","Alkaloids","Organoheterocyclic compounds","Heteroaromatic compounds",NA,NA
"1584","Amigos","High","Medium",0,-0.571448420899392,-1.35432259546652,0.211425753667732,0.197,"ns",1,NA,"197.1286",NA,"Nicotinic acid alkaloids","Pyridine alkaloids","Alkaloids","Organoheterocyclic compounds","Heteroaromatic compounds",NA,NA
"1584","Amigos","Low","Medium",0,0.0806885868440905,-0.37522878486595,0.536605958554131,0.907,"ns",1,NA,"197.1286",NA,"Nicotinic acid alkaloids","Pyridine alkaloids","Alkaloids","Organoheterocyclic compounds","Heteroaromatic compounds",NA,NA
"15841","Amigos","High","Low",0,0.410702952585142,-0.936541732995813,1.7579476381661,0.75,"ns",1,NA,"992.8138","6",NA,NA,NA,NA,NA,NA,NA
"15841","Amigos","High","Medium",0,-0.13525230394675,-1.5763156072476,1.3058109993541,0.973,"ns",1,NA,"992.8138","6",NA,NA,NA,NA,NA,NA,NA
"15841","Amigos","Low","Medium",0,-0.545955256531893,-1.38517797590693,0.293267462843147,0.274,"ns",1,NA,"992.8138","6",NA,NA,NA,NA,NA,NA,NA
"15909","Amigos","High","Low",0,0.194088299085942,-0.509052432959061,0.897229031130946,0.79,"ns",1,"Candidate Trihydroxylated bile acid (delta mass 119.5451)","528.8383","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15909","Amigos","High","Medium",0,0.202901798204124,-0.549203826594991,0.955007423003238,0.798,"ns",1,"Candidate Trihydroxylated bile acid (delta mass 119.5451)","528.8383","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15909","Amigos","Low","Medium",0,0.00881349911818141,-0.429185391184145,0.446812389420507,0.999,"ns",1,"Candidate Trihydroxylated bile acid (delta mass 119.5451)","528.8383","11","Fatty acyls","Fatty alcohols","Fatty acids","Organosulfur compounds","Sulfenyl compounds",NA,NA
"15911","Amigos","High","Low",0,0.0528261841759097,-0.936660660226362,1.04231302857818,0.991,"ns",1,NA,"517.8314","11","Ornithine alkaloids","Fatty alcohols","Alkaloids","Organosulfur compounds","Thioacetals","Monothioacetals",NA
"15911","Amigos","High","Medium",0,0.335116251687705,-0.72327588437197,1.39350838774738,0.733,"ns",1,NA,"517.8314","11","Ornithine alkaloids","Fatty alcohols","Alkaloids","Organosulfur compounds","Thioacetals","Monothioacetals",NA
"15911","Amigos","Low","Medium",0,0.282290067511795,-0.334078918191065,0.898659053214655,0.524,"ns",1,NA,"517.8314","11","Ornithine alkaloids","Fatty alcohols","Alkaloids","Organosulfur compounds","Thioacetals","Monothioacetals",NA
"15954","Amigos","High","Low",0,-0.507541960688103,-2.00596711109847,0.990883189722262,0.701,"ns",1,NA,"1081.6112",NA,"Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15954","Amigos","High","Medium",0,-0.182470998130186,-1.78524258083515,1.42030058457477,0.961,"ns",1,NA,"1081.6112",NA,"Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15954","Amigos","Low","Medium",0,0.325070962557916,-0.608324762039118,1.25846668715495,0.687,"ns",1,NA,"1081.6112",NA,"Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"15976","Amigos","High","Low",0,0.0504034749705089,-0.579194357259025,0.680001307200043,0.98,"ns",1,NA,"1097.6258",NA,NA,NA,NA,NA,NA,NA,NA
"15976","Amigos","High","Medium",0,0.0547837838660779,-0.618657604750354,0.72822517248251,0.98,"ns",1,NA,"1097.6258",NA,NA,NA,NA,NA,NA,NA,NA
"15976","Amigos","Low","Medium",0,0.00438030889556895,-0.387807398750468,0.396568016541605,1,"ns",1,NA,"1097.6258",NA,NA,NA,NA,NA,NA,NA,NA
"15_i","Amigos","High","Low",0,-1.36659041842327,-2.8601454021748,0.126964565328265,0.0802,"ns",1,NA,"152.0708 OR 174.0528 OR 190.0267",NA,"Nicotinic acid alkaloids OR Small peptides OR Tyrosine alkaloids","Aminoacids OR Pyridine alkaloids","Alkaloids OR Amino acids and Peptides","Benzenoids","Benzene and substituted derivatives OR Phenols","1-hydroxy-2-unsubstituted benzenoids OR Anilides OR Benzenediols","Acetanilides OR Catechols"
"15_i","Amigos","High","Medium",0,-1.08232370986152,-2.67988598016161,0.515238560438561,0.246,"ns",1,NA,"152.0708 OR 174.0528 OR 190.0267",NA,"Nicotinic acid alkaloids OR Small peptides OR Tyrosine alkaloids","Aminoacids OR Pyridine alkaloids","Alkaloids OR Amino acids and Peptides","Benzenoids","Benzene and substituted derivatives OR Phenols","1-hydroxy-2-unsubstituted benzenoids OR Anilides OR Benzenediols","Acetanilides OR Catechols"
"15_i","Amigos","Low","Medium",0,0.284266708561747,-0.646095302448604,1.2146287195721,0.749,"ns",1,NA,"152.0708 OR 174.0528 OR 190.0267",NA,"Nicotinic acid alkaloids OR Small peptides OR Tyrosine alkaloids","Aminoacids OR Pyridine alkaloids","Alkaloids OR Amino acids and Peptides","Benzenoids","Benzene and substituted derivatives OR Phenols","1-hydroxy-2-unsubstituted benzenoids OR Anilides OR Benzenediols","Acetanilides OR Catechols"
"16018","Amigos","High","Low",0,0.207473064211086,-0.52747586910447,0.942421997526641,0.781,"ns",1,NA,"529.0892",NA,"Flavonoids","Flavanones","Shikimates and Phenylpropanoids","Phenylpropanoids and polyketides","Flavonoids","Flavans","Flavanones"
"16018","Amigos","High","Medium",0,0.464866660432148,-0.321262206088075,1.25099552695237,0.342,"ns",1,NA,"529.0892",NA,"Flavonoids","Flavanones","Shikimates and Phenylpropanoids","Phenylpropanoids and polyketides","Flavonoids","Flavans","Flavanones"
"16018","Amigos","Low","Medium",0,0.257393596221062,-0.200419189399908,0.715206381842033,0.379,"ns",1,NA,"529.0892",NA,"Flavonoids","Flavanones","Shikimates and Phenylpropanoids","Phenylpropanoids and polyketides","Flavonoids","Flavans","Flavanones"
"16025","Amigos","High","Low",0,-0.243606498468819,-0.771649051316817,0.284436054379179,0.519,"ns",1,NA,"1049.5985",NA,NA,NA,NA,NA,NA,NA,NA
"16025","Amigos","High","Medium",0,-0.145595381610549,-0.710409445183876,0.419218681962779,0.814,"ns",1,NA,"1049.5985",NA,NA,NA,NA,NA,NA,NA,NA
"16025","Amigos","Low","Medium",0,0.0980111168582702,-0.230915997785157,0.426938231501698,0.759,"ns",1,NA,"1049.5985",NA,NA,NA,NA,NA,NA,NA,NA
"16038","Amigos","High","Low",0,0.511091733058459,-0.85119813526975,1.87338160138667,0.647,"ns",1,NA,"1319.7468",NA,NA,NA,NA,NA,NA,NA,NA
"16038","Amigos","High","Medium",0,0.452106052717395,-1.00505014074704,1.90926224618183,0.742,"ns",1,NA,"1319.7468",NA,NA,NA,NA,NA,NA,NA,NA
"16038","Amigos","Low","Medium",0,-0.0589856803410647,-0.907580312119085,0.789608951436955,0.985,"ns",1,NA,"1319.7468",NA,NA,NA,NA,NA,NA,NA,NA
"16042","Amigos","High","Low",0,-0.462643956393334,-1.85583896300819,0.930551050221519,0.711,"ns",1,NA,"1081.8618",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16042","Amigos","High","Medium",0,-0.364717097667835,-1.85493058291079,1.12549638757512,0.83,"ns",1,NA,"1081.8618",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16042","Amigos","Low","Medium",0,0.0979268587254989,-0.769919134348034,0.965772851799032,0.961,"ns",1,NA,"1081.8618",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16050","Amigos","High","Low",0,0.167071819293678,-0.368327284617935,0.70247092320529,0.74,"ns",1,NA,"1078.1134",NA,"Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16050","Amigos","High","Medium",0,0.0989234055690136,-0.473759500160527,0.671606311298554,0.911,"ns",1,NA,"1078.1134",NA,"Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16050","Amigos","Low","Medium",0,-0.0681484137246642,-0.401658055102028,0.265361227652699,0.878,"ns",1,NA,"1078.1134",NA,"Small peptides","Gallotannins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16071","Amigos","High","Low",0,-0.13566564882024,-1.55623917926546,1.28490788162498,0.972,"ns",1,NA,"1021.5701","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16071","Amigos","High","Medium",0,-0.212151256263266,-1.73164983456523,1.3073473220387,0.941,"ns",1,NA,"1021.5701","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16071","Amigos","Low","Medium",0,-0.0764856074430253,-0.961386170831294,0.808414955945243,0.977,"ns",1,NA,"1021.5701","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16095","Amigos","High","Low",0,-0.123218512980288,-1.00141101413647,0.754973988175894,0.941,"ns",1,NA,"1051.1021","287",NA,NA,NA,NA,NA,NA,NA
"16095","Amigos","High","Medium",0,-0.0688808841390562,-1.0082284282004,0.870466659922285,0.983,"ns",1,NA,"1051.1021","287",NA,NA,NA,NA,NA,NA,NA
"16095","Amigos","Low","Medium",0,0.0543376288412318,-0.492704127450613,0.601379385133076,0.97,"ns",1,NA,"1051.1021","287",NA,NA,NA,NA,NA,NA,NA
"16136","Amigos","High","Low",0,-0.19261702792453,-1.43350881857756,1.0482747627285,0.928,"ns",1,NA,"1077.3565","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16136","Amigos","High","Medium",0,-0.220303563268037,-1.54760783250422,1.10700070596815,0.918,"ns",1,NA,"1077.3565","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16136","Amigos","Low","Medium",0,-0.0276865353435074,-0.800660141509885,0.74528707082287,0.996,"ns",1,NA,"1077.3565","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16144","Amigos","High","Low",0,-0.181858834361559,-0.989987338539642,0.626269669816525,0.855,"ns",1,NA,"914.0261","153","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16144","Amigos","High","Medium",0,-0.503500652525442,-1.3679051249916,0.360903819940719,0.353,"ns",1,NA,"914.0261","153","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16144","Amigos","Low","Medium",0,-0.321641818163883,-0.82503946236269,0.181755826034924,0.287,"ns",1,NA,"914.0261","153","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"16163","Amigos","High","Low",0,-0.028679207546896,-1.36066631058434,1.30330789549055,0.999,"ns",1,NA,"1347.0947","286",NA,NA,NA,NA,NA,NA,NA
"16163","Amigos","High","Medium",0,-0.184306452104449,-1.60904967447579,1.24043677026689,0.949,"ns",1,NA,"1347.0947","286",NA,NA,NA,NA,NA,NA,NA
"16163","Amigos","Low","Medium",0,-0.155627244557553,-0.985345743912063,0.674091254796957,0.896,"ns",1,NA,"1347.0947","286",NA,NA,NA,NA,NA,NA,NA
"16209","Amigos","High","Low",0,-0.0736328745243788,-1.19287665107679,1.04561090202803,0.987,"ns",1,NA,"1014.8296","6",NA,NA,NA,NA,NA,NA,NA
"16209","Amigos","High","Medium",0,-0.220604711462446,-1.41778971512199,0.976580292197099,0.9,"ns",1,NA,"1014.8296","6",NA,NA,NA,NA,NA,NA,NA
"16209","Amigos","Low","Medium",0,-0.146971836938067,-0.844168727640119,0.550225053763985,0.871,"ns",1,NA,"1014.8296","6",NA,NA,NA,NA,NA,NA,NA
"16238","Amigos","High","Low",0,0.311470844590767,-0.383266249285855,1.00620793846739,0.538,"ns",1,NA,"551.1029","11","Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Glycerol ethers",NA
"16238","Amigos","High","Medium",0,0.536250069481812,-0.206866709632266,1.27936684859589,0.204,"ns",1,NA,"551.1029","11","Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Glycerol ethers",NA
"16238","Amigos","Low","Medium",0,0.224779224891045,-0.20798488946316,0.65754333924525,0.436,"ns",1,NA,"551.1029","11","Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Glycerol ethers",NA
"16267","Amigos","High","Low",0,-0.216107636801544,-1.50529396248911,1.07307868888603,0.916,"ns",1,NA,"1015.0797","6","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16267","Amigos","High","Medium",0,-0.323246385091892,-1.70220829524001,1.05571552505623,0.843,"ns",1,NA,"1015.0797","6","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16267","Amigos","Low","Medium",0,-0.107138748290348,-0.91019588082459,0.695918384243894,0.946,"ns",1,NA,"1015.0797","6","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1631","Amigos","High","Low",0,0.267062881800116,-0.685364872488151,1.21949063608838,0.784,"ns",1,"Suspect related to Spectral Match to Ile-Pro-Ile from NIST14 (predicted molecular formula: C16H27N3O4) with delta m/z -16.031 (putative explanation: Leu/Ile->Pro substitution; atomic difference: -1C,-4H)","326.2078","65","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1631","Amigos","High","Medium",0,0.29500753691041,-0.723744810335413,1.31375988415623,0.771,"ns",1,"Suspect related to Spectral Match to Ile-Pro-Ile from NIST14 (predicted molecular formula: C16H27N3O4) with delta m/z -16.031 (putative explanation: Leu/Ile->Pro substitution; atomic difference: -1C,-4H)","326.2078","65","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1631","Amigos","Low","Medium",0,0.0279446551102946,-0.565339563054864,0.621228873275453,0.993,"ns",1,"Suspect related to Spectral Match to Ile-Pro-Ile from NIST14 (predicted molecular formula: C16H27N3O4) with delta m/z -16.031 (putative explanation: Leu/Ile->Pro substitution; atomic difference: -1C,-4H)","326.2078","65","Small peptides","Dipeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1632","Amigos","High","Low",0,-0.41372513132492,-1.1157827648516,0.288332502201757,0.344,"ns",1,NA,"133.0761",NA,"Tryptophan alkaloids","Simple indole alkaloids","Alkaloids","Benzenoids",NA,NA,NA
"1632","Amigos","High","Medium",0,-0.126852316971082,-0.877799419086586,0.624094785144422,0.915,"ns",1,NA,"133.0761",NA,"Tryptophan alkaloids","Simple indole alkaloids","Alkaloids","Benzenoids",NA,NA,NA
"1632","Amigos","Low","Medium",0,0.286872814353838,-0.150451394583158,0.724197023290835,0.268,"ns",1,NA,"133.0761",NA,"Tryptophan alkaloids","Simple indole alkaloids","Alkaloids","Benzenoids",NA,NA,NA
"16339","Amigos","High","Low",0,0.543058574276328,-0.435783521262479,1.52190066981514,0.388,"ns",1,NA,"878.4749","127","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16339","Amigos","High","Medium",0,0.428612288076808,-0.618393826479744,1.47561840263336,0.596,"ns",1,NA,"878.4749","127","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16339","Amigos","Low","Medium",0,-0.11444628619952,-0.724184468170978,0.495291895771938,0.896,"ns",1,NA,"878.4749","127","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16343","Amigos","High","Low",0,0.321534118916872,-0.305305979648983,0.948374217482728,0.445,"ns",1,NA,"1112.231",NA,NA,NA,NA,NA,NA,NA,NA
"16343","Amigos","High","Medium",0,0.264530775694714,-0.405960837854473,0.935022389243902,0.618,"ns",1,NA,"1112.231",NA,NA,NA,NA,NA,NA,NA,NA
"16343","Amigos","Low","Medium",0,-0.0570033432221578,-0.447473209432771,0.333466522988456,0.936,"ns",1,NA,"1112.231",NA,NA,NA,NA,NA,NA,NA,NA
"16377","Amigos","High","Low",0,0.41309299486711,-0.513627751414579,1.3398137411488,0.542,"ns",1,NA,"926.6942","53","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16377","Amigos","High","Medium",0,0.286376926589008,-0.704878243438435,1.27763209661645,0.772,"ns",1,NA,"926.6942","53","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"16377","Amigos","Low","Medium",0,-0.126716068278101,-0.703986933117636,0.450554796561433,0.861,"ns",1,NA,"926.6942","53","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
