row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,039-02.mzML Peak area,020-02.mzML Peak area,037-02.mzML Peak area,453-02.mzML Peak area,514-02.mzML Peak area,16-02.mzML Peak area,104-02.mzML Peak area,444-02.mzML Peak area,033-02.mzML Peak area,401-02.mzML Peak area,055-02.mzML Peak area,442-02.mzML Peak area,004-02.mzML Peak area,105-02.mzML Peak area,432-02.mzML Peak area,431-02.mzML Peak area,102-02.mzML Peak area,07-02.mzML Peak area,22-02.mzML Peak area,02-02.mzML Peak area,019-02.mzML Peak area,476-02.mzML Peak area,518-02.mzML Peak area,454-02.mzML Peak area,523-02.mzML Peak area,522-02.mzML Peak area,508-02.mzML Peak area,553-02.mzML Peak area,516-02.mzML Peak area,814-02.mzML Peak area,492-02.mzML Peak area,509-02.mzML Peak area,813-02.mzML Peak area,521-02.mzML Peak area,013-03.mzML Peak area,531-02.mzML Peak area,515-02.mzML Peak area,818-02.mzML Peak area,817-02.mzML Peak area,01-03.mzML Peak area,DB1CP-02.mzML Peak area,517-02.mzML Peak area,821-02.mzML Peak area,BCN22WM-02.mzML Peak area,475-02.mzML Peak area,023-03.mzML Peak area,825-02.mzML Peak area,DB8-02.mzML Peak area,DBV7-467-02.mzML Peak area,510-02.mzML Peak area,015-03.mzML Peak area,028-03.mzML Peak area,BCN28WM-02.mzML Peak area,003-03.mzML Peak area,021-03.mzML Peak area,046-03.mzML Peak area,DBV3-542-02.mzML Peak area,017-03.mzML Peak area,822-02.mzML Peak area,011-03.mzML Peak area,044-03.mzML Peak area,035-03.mzML Peak area,041-03.mzML Peak area,427-03.mzML Peak area,08-03.mzML Peak area,031-03.mzML Peak area,05-03.mzML Peak area,30-03.mzML Peak area,029-03.mzML Peak area,14-03.mzML Peak area,06-03.mzML Peak area,309-03.mzML Peak area,435-03.mzML Peak area,425-03.mzML Peak area,501-03_20221012120828.mzML Peak area,434-03.mzML Peak area,36-03.mzML Peak area,45-03.mzML Peak area,038-03.mzML Peak area,441-03.mzML Peak area,451-03.mzML Peak area,555-03.mzML Peak area,447-03.mzML Peak area,032-03.mzML Peak area,52-03.mzML Peak area,501-03.mzML Peak area,469-03.mzML Peak area,558-03.mzML Peak area,505-03.mzML Peak area,62-03.mzML Peak area,471-03.mzML Peak area,524-03.mzML Peak area,530-03.mzML Peak area,DB5-03.mzML Peak area,549-03.mzML Peak area,811-03.mzML Peak area,47-03.mzML Peak area,533-03.mzML Peak area,544-03.mzML Peak area,812-03.mzML Peak area,528-03.mzML Peak area,DB1-03.mzML Peak area,DBV4-546-03.mzML Peak area,DBCP3-545-03.mzML Peak area,823-03.mzML Peak area,DB3-03.mzML Peak area,DB7-03.mzML Peak area,DBCP5-559-03.mzML Peak area,DB2CP-03.mzML Peak area,R26.mzML Peak area,DB6-03.mzML Peak area,R2.mzML Peak area,R27.mzML Peak area,R3.mzML Peak area,R32.mzML Peak area,R28.mzML Peak area,R4.mzML Peak area,R1.mzML Peak area,R6.mzML Peak area,R29.mzML Peak area,525-04.mzML Peak area,R33.mzML Peak area,R10.mzML Peak area,R8.mzML Peak area,R31.mzML Peak area,R7.mzML Peak area,R9.mzML Peak area,R34.mzML Peak area,WM06-02.mzML Peak area,R35.mzML Peak area,WM03-02.mzML Peak area,R5.mzML Peak area,511-03.mzML Peak area,439-04.mzML Peak area,WM02-02.mzML Peak area,WM17-03.mzML Peak area,R30.mzML Peak area,WM20-04.mzML Peak area,557-04.mzML Peak area,WM21-04.mzML Peak area,WM19-03.mzML Peak area,
8137,354.2168970473573,6.2490396,,,,,,,,,,,0,0,4428.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637.953,0,0,0,0,0,0,0,0,0,0,0,4619.4395,0,1153.5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5122.6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10352,354.264442562973,6.725966,,,,33,79,[M+ACN+H]+,,2,10352;9626,312.2305,0,0,0,0,2960.383,10294.837,6000.788,0,3383.4873,845.0356,3155.0903,0,2584.0403,2728.1384,17385.406,0,2082.9614,0,0,0,0,1926.572,2459.3484,2015.2408,0,820.417,970.94507,660.41235,8244.777,10405.11,3273.4639,837.9033,1190.7874,0,864.17834,0,4007.6812,863.2677,1228.2766,1279.6134,0,3070.7559,1000.06494,13457.039,1932.8625,0,7616.749,2599.4084,14941.309,0,4365.038,1666.529,954.94604,2206.9456,5539.6167,0,2478.6223,653.8391,0,3749.2124,0,0,0,832.21387,0,912.5864,1140.6139,3887.949,0,4324.3706,968.7375,0,0,2410.0872,0,0,8773.391,2123.6938,0,9485.474,3304.9148,0,2021.7474,0,1274.4161,0,4607.9043,11310.682,2245.1592,5908.673,0,2785.6853,2509.3943,0,0,992.13745,0,1885.4369,2287.9707,811.96484,978.3863,1037.083,4111.9824,0,1164.833,1186.7926,0,0,0,19900.186,0,2864.338,4326.969,2454.4326,6164.976,4879.39,4016.336,13997.309,2879.248,5574.919,950.6593,27450.826,43162.832,12794.393,5529.9424,4259.656,4131.3037,1240.8993,12416.837,36818.133,4537.9653,3707.958,0,0,15399.385,6998.276,3585.6196,11121.782,0,1162.45,2684.5752,
4137,355.04486253514875,5.130615,,,,,,,,,,,34202.105,33512.4,16485.406,14660.757,23418.053,11665.428,15649.071,39826.375,39895.03,33400.906,29302.324,42233.473,17740.031,15920.74,40134.918,9824.383,30951.889,23086.207,17853.854,17678.166,21138.521,38005.582,13936.399,39342.516,31328.371,7604.2656,35465.09,31231.504,12429.125,21557.885,9576.941,23365.287,20534.236,27825.506,33450.125,21573.61,25278.414,14858.398,21405.277,12719.594,35375.32,23436.691,35522.46,3494.725,24929.098,26470.094,22801.547,15810.484,21780.455,36658.848,39245.297,25462.406,28239.309,22071.639,15797.457,20485.408,8060.8306,23146.111,6787.5547,34725.477,19200.89,11576.266,25706.912,11072.613,35379.25,9993.444,15698.844,38874.168,24884.232,19761.941,49489.21,13365.102,18438.5,38936.496,40308.137,30711.27,7593.226,10649.809,33220.223,23694.957,33195.35,24123.748,24198.238,21946.732,18042.646,41610.59,17823.434,32332.816,31757.021,15779.837,9816.168,35936.3,46271.34,30363.959,14007.103,5456.9365,24829.953,22787.85,18775.994,22873.021,45195.11,19027.988,5387.0747,38491.492,8236.376,29398.393,21943.51,4999.7476,25030.943,32154.479,27530.762,17584.773,18964.348,15494.322,25253.273,28338.729,41526.61,27089.81,12212.453,16711.75,16988.578,32124.857,31662.943,41356.277,40028.594,34371.156,16681.188,24229.018,16744.947,5508.47,23362.018,38365.92,35414.438,7664.0986,21455.486,22958.268,39495.746,20842.201,31338.934,23072.896,39217.906,
11750,355.15396542158174,7.0028195,,,,,,,,,,,0,864.33954,0,0,924.17456,0,0,0,0,0,0,0,829.3854,0,0,0,0,2671.6804,0,0,1775.9159,0,0,0,1096.1194,1504.0792,0,0,0,0,0,1912.9717,0,0,0,0,0,969.3828,0,0,0,0,0,0,0,0,4680.9385,0,911.8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.2478,0,0,0,0,0,0,0,923.8051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14632.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.33777,0,0,0,0,0,9342.112,0,0,0,0,0,0,0,
989,355.18577055435316,0.5320558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89322.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6486.6436,0,0,0,0,65876.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.29608,0,537.94354,0,0,0,0,0,1170.0854,0,2085.8843,0,0,28204.57,0,0,0,0,0,0,0,0,
10571,355.1863184280766,6.721809,,,,33,106,[M-H+2Na]+,,4,10942;11392;12048;10571,310.2148,0,2968.1235,6811.4473,7629.5664,16854.625,81124.805,6615.635,8430.356,17054.26,6486.115,0,0,33188.13,12523.063,11752.851,1127.2747,23708.21,8128.2144,3263.2998,0,0,9997.439,13342.924,12142.344,1565.2068,28219.68,19875.803,0,19693.086,22753.691,29575.594,13391.27,17519.162,8389.674,0,14919.394,12792.52,42427.2,14998.539,33240.96,4351.172,43750.613,0,31520.951,3329.9834,3934.641,81420.61,20152.203,23669.213,0,40322.273,4001.83,6887.476,36456.367,44892.8,13803.002,18525.02,40632.92,3227.6663,22071.72,10516.465,6042.7383,8272.243,0,21051.863,28200.791,33905.34,37603.613,2762.4153,46477.633,6882.5205,14931.896,10934.191,12874.316,4191.843,0,42622.234,8294.536,0,9216.123,35024.355,17875.086,48030.63,0,37110.56,2391.143,84995.87,72067.1,21448.346,89070.05,6355.5884,35331.348,20863.104,25168.3,6381.796,35194.914,27119.871,29029.848,23379.05,9596.044,18615.729,50466.97,6521.9556,3803.1494,29477.451,14405.705,30062.87,1286.2607,4369.713,38472.887,44556.723,46556.695,45775.246,53807.438,70856.18,65529.824,33759.285,36625.99,50545.242,42071.984,21306.41,83681.29,68910.05,48218.953,63573.535,50448.98,59534.867,67875.54,44514.242,84171.016,12869.931,65146.125,3150.4084,1088.6223,92616.92,52140.062,55776.508,73564.1,16970.521,12470.398,27970.68,
2994,355.2206041353927,3.9573622,,,,,,,,,,,0,0,0,0,0,44235.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8187.2827,0,0,0,8178.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.7727,0,0,0,0,11738.907,0,0,0,0,27785.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705.6143,532.3203,0,0,0,0,0,0,0,755.11127,0,0,0,8307.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3189,355.22065893308553,4.2462935,,,,,,,,,,,0,0,0,0,0,11906.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.71642,0,0,0,231.59198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.2956,0,0,0,0,5396.7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.93805,0,0,0,0,0,0,0,0,0,0,0,0,1364.9954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12349,355.2598358504111,7.0415745,,,,22,136,[M+NH4]+,,2,12349;12135,337.2259,0,961.31433,0,25583.217,32053.39,34830.406,0,156555.23,853.5176,15402.18,1043.399,48097.875,0,3386.186,16266.305,10591.053,0,36636.195,18880.771,14177.86,1028.1576,24175.955,16707.508,20500.627,26145.926,23703.36,50676.883,23438.148,13085.222,8037.5547,30844.268,12486.473,17092.102,1607.8259,2871.9656,3408.7344,8072.5874,1925.6609,7298.845,2180.1653,5207.5923,27352.818,2521.2542,4531.5425,110876.68,0,33232.242,6783.7925,17039.447,16606.268,2607.3984,2100.908,17008.762,1172.7405,47123.32,3054.997,12353.261,1130.1942,0,6971.923,0,0,0,2246.5227,14087.648,16005.494,13592.7,0,943.834,16121.727,0,46034.023,19656.346,48387.027,1033.0796,105150.14,0,0,1006.4171,36499.426,0,1114.5402,6506.049,140390.67,10008.285,30693.246,5199.4995,52763.68,66426.28,0,131951.97,46400.207,2039.2671,5474.272,21603.723,0,85675.55,59808.01,27677.078,8742.009,65319.574,1203.7283,16474.578,12278.906,43432.934,5645.0796,71507.54,13619.264,0,0,0,927.396,0,4450.09,0,0,0,0,0,0,1170.5427,0,0,0,0,0,0,0,17366.043,0,26207.344,2821.626,6911.0034,0,4536.792,66108.96,0,0,0,0,34516.25,
6982,355.2599121434048,5.9887953,,,,,,,,,,,0,0,0,0,0,813.5751,0,0,877.93445,0,0,0,0,0,1582.534,0,1089.0365,0,0,0,0,0,0,0,0,0,0,0,0,1758.4445,0,0,0,0,0,0,0,0,0,0,0,0,0,3311.537,0,0,1886.436,0,647.87036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869.5588,0,0,0,0,0,0,0,0,796.74365,0,0,0,0,0,0,0,0,0,0,0,0,4747.583,0,0,0,0,0,1137.8457,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.3679,0,6131.843,4633.1943,2903.043,10931.273,1723.695,0,2311.2913,10325.344,0,0,6380.6343,5594.192,3758.7317,15749.364,7940.844,9785.04,9151.184,1287.8556,5769.1025,0,14855.175,0,0,2293.9534,2003.164,15723.985,5219.6562,0,641.86176,751.0056,
13141,355.2832548914362,7.2407956,,,,103,,,,,,,7339.5264,3866.1863,4279.162,15772.182,13046.3955,12746.225,3799.9238,4309.273,4081.319,888.45667,1499.197,3800.7686,5673.204,962.24994,12883.557,1347.9789,2474.1685,9460.53,3315.2964,0,949.79443,1175.9664,7499.3403,2439.0698,3056.2332,16874.797,8004.424,1203.9998,4221.659,10706.051,8960.647,13664.865,983.5829,2313.0325,1155.6385,3985.6116,14080.115,2517.1746,7655.5146,7541.3203,2811.2617,7774.162,991.7493,9494.982,3163.9775,2061.3984,3820.1436,7482.1895,4534.4497,0,6309.125,2660.2847,3368.8345,6171.2954,1489.4397,12619.339,6494.5835,5294.9346,25407.436,4884.8965,661.59076,2493.5625,1792.9822,0,1352.2295,7543.961,11066.138,10199.543,14274.937,2149.9763,1631.3589,3558.6396,6000.03,3964.4297,2203.1045,1056.502,4244.2065,7022.9062,28479.412,11733.668,1723.6631,11095.739,3021.7808,1215.1995,8315.534,2420.7947,5169.759,9869.5625,2005.3567,11092.853,4548.7485,4305.914,6011.617,11448.291,3799.7078,6957.442,1324.8983,13899.012,3551.6687,19927.691,1112.3103,19086.432,2804.3633,2888.749,3627.792,2354.329,7620.1006,0,2474.941,9124.15,9030.14,15590.248,30529.559,25553.607,34372.445,18290.416,20193.53,10669.37,18320.512,22687.193,1965.4419,16640.17,18529.166,7050.29,20481.383,36183.598,19781.607,22430.697,2759.432,10079.18,0,18469.727,6856.8486,4133.389,4852.2837,10463.065,26031.69,21850.277,19325.666,4910.462,1191.6678,
11815,355.2835280563022,7.0301647,,,,,,,,,,,4103.1396,4562.626,1712.8235,4423.7954,6635.451,3445.334,1022.902,2806.759,0,0,0,3800.7686,1024.4758,0,965.09094,0,0,980.79395,995.03644,0,0,1266.6589,3065.267,0,856.3921,2669.7297,4937.852,2827.244,4221.659,3296.9045,2446.5774,1782.7897,0,2198.9038,0,3321.1072,6178.4136,2517.1746,2763.6074,2583.2217,2646.9287,3380.5437,0,2521.3298,0,0,935.62286,1396.7283,4534.4497,0,1274.0945,0,4431.61,0,1489.4397,3018.9502,4071.0154,2402.4229,6257.9424,0,0,1468.1611,1792.9822,0,0,964.8706,3611.9548,1725.1423,3927.5369,892.41547,0,1180.4044,1980.8109,2953.3818,0,0,0,1144.3085,0,2680.8318,1723.6631,1428.8345,4754.1562,0,951.5339,0,2485.4155,3640.683,0,1522.1016,1287.783,2162.6494,1193.9534,2502.872,0,3069.4055,0,1126.6621,2214.9736,2541.436,0,4531.552,1240.1755,0,0,0,1231.4966,0,0,5869.4854,1842.7312,2928.446,3997.5066,3127.294,2259.7314,2057.2576,2850.356,4573.4873,3165.4072,3416.2102,0,2105.5,5215.371,2962.1846,4254.3564,5011.036,2330.2505,2379.8594,1141.2778,7599.5083,927.7134,1517.4888,2428.5022,2030.936,4852.2837,0,2228.038,4129.086,1075.2148,0,856.4633,
8744,356.2798009254062,6.4619617,,,,90,,,,,,,0,8808.25,0,0,0,3531.4478,0,0,2155.8132,0,265460.53,0,0,0,1609.5602,0,780.7522,0,0,0,506442.6,0,0,0,0,0,418.13672,10727.705,920.99646,1117.4563,10516.042,0,0,0,0,10399.821,0,0,0,0,0,595.2268,6284.324,763.32367,0,0,2141.07,0,1975.1033,0,2686.4365,0,0,0,1113.7839,0,0,0,0,0,0,0,658.3958,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.3273,0,0,1336.758,0,0,535.5234,634.1095,736.5975,0,1102.5522,4425.114,0,2232.766,0,0,0,0,1195.8545,1021.7516,0,0,741.04736,0,0,0,0,0,0,0,0,0,0,1545.2925,0,1325.6537,2802.155,1057.778,2530.146,0,9711.315,3208.49,888.9896,10509.331,856.52655,8855.3545,19198.646,4668.3135,3443.179,1072.3252,1519.2966,4724.0747,866.537,21266.59,0,3955.4995,2562.9585,0,4482.1465,730.65643,5025.451,2763.494,0,0,933.763,
9703,356.2800177088554,6.7691064,,,,33,,,,,,,1341.2903,8395.434,19264.166,17029.924,43486.438,92329.92,24371.035,12299.843,67573.13,10382.244,7165.325,4492.547,59564.19,35121.227,28086.557,2905.0872,42785.168,11634.354,13949.382,2294.6013,13193.963,12762.01,24536.771,26286.008,13563.554,17812.734,8239.156,11239.283,42071.445,29431.861,38359.598,31906.611,12057.306,22810.654,1146.5503,22240.701,29215.15,45393.59,41777.63,67443.84,11327.347,86280.54,5799.189,59538.36,7064.008,8991.003,122253.4,40621.65,44520.7,3851.4507,65043.645,7089.783,13464.253,75252.64,13324.428,20432.348,6422.707,67520.266,5069.6323,34303.133,23817.598,11694.761,15167.981,1037.3583,31735.238,6323.401,49769.64,67640.516,10268.369,73224.11,11824.665,34115.49,14507.476,28020.988,11501.195,4180.07,56199.86,9930.197,718.63135,30044.89,35384.55,14612.552,56449.32,0,65656.555,9110.143,97558.64,18489.309,13929.392,124050.016,10696.162,56793.44,49296.68,43299.87,16461.58,54769.105,48498.055,43444.41,29670.666,13199.576,35254.26,75555.945,17614.89,7955.683,70049.234,29935.662,6542.1245,4910.2896,5961.5728,81182.01,52863.97,40596.02,72308.3,60290.977,101173.53,71459.05,43998.49,131079.86,53583.367,51688.59,64552.832,104169.05,62726.15,69718.625,82785.27,76188.67,94419.445,83114.016,92762.97,113407.586,40824.336,83688.62,26323.164,3905.4878,130505.03,84690.7,77072.64,119845.63,23618.332,26081.709,61698.26,
10556,356.2800146120767,6.8365116,,,,33,,,,,,,1341.2903,8395.434,17308.58,22103.48,78102.77,143817.23,28802.63,5262.092,75129.52,20234.434,6231.3994,4492.547,105144.36,33913.453,22043.469,2905.0872,62720.402,28796.324,14668.287,2294.6013,7011.1997,24989.541,35034.523,20393.309,13563.554,54599.184,65073.504,784.13806,44959.22,49989.938,53492.023,78334.016,36670.17,28077.742,1146.5503,32651.54,21292.36,76104.2,42204.363,81919.37,16383.751,139472.03,0,72641.96,23260.074,8991.003,158400.45,53533.46,58278.97,5062.6426,74969.6,7089.783,19458.518,173329.4,201882.08,26375.33,60514.035,119395.984,5069.6323,51360.387,47727.85,28733.354,16113.418,1037.3583,68197.07,56546.04,67870.34,88959.125,10268.369,66556.12,11824.665,33342.27,14711.898,42474.547,13734.833,4180.07,93360.766,2375.6255,718.63135,21096.516,94688.76,28417.201,124943.94,0,95028.266,16657.18,202380.92,189705.64,34669.543,202193.23,11930.373,91046.2,51463.92,78671.56,28168.627,94037.945,71049.72,70651.81,51833.04,26645.518,50516.01,123546.47,12173.498,9849.268,93863.74,30575.285,97480.43,4910.2896,12421.096,170527.0,99217.41,57129.88,70333.47,92587.516,134463.72,128530.43,69507.516,175310.62,95518.65,78332.15,81471.016,149473.14,119983.44,132629.86,143771.61,126058.12,136351.69,128152.31,141534.28,118154.086,34940.25,175526.0,12855.344,3905.4878,196774.4,120376.38,128852.58,92923.29,38419.8,25903.025,71187.51,
10691,356.3527461553496,6.726461,,,,,,,,,,,0,0,0,0,0,0,0,2296.896,0,2943.63,0,4625.7705,0,0,5478.3164,0,0,0,0,0,0,5528.1714,0,5775.864,0,0,7410.019,0,0,0,8273.211,2877.4104,913.1935,0,0,5643.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428.2256,0,0,0,12739.273,0,0,0,0,0,0,0,0,0,0,0,0,0,963.4247,0,0,2714.086,0,0,0,11096.436,7453.813,0,4187.4062,3804.3364,0,0,3930.519,0,0,0,7082.464,909.2667,0,0,1590.3789,0,0,0,0,0,0,0,8751.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619.7354,0,3744.8342,0,0,0,6628.047,6828.1045,0,0,0,0,2414.0947,
12164,357.14761830785926,7.0140944,,,,92,,,,,,,31968.166,37777.297,28223.928,26282.225,31518.957,36756.285,25830.004,26382.127,58086.844,24466.443,6269.84,29244.594,31708.686,21002.695,26841.713,9548.075,25972.361,11614.626,14426.492,9295.091,11367.164,26917.006,28447.219,26048.625,26312.822,8098.7075,11103.14,21071.775,33250.54,14014.622,43635.96,23973.531,8722.043,30501.117,18916.361,21205.541,35258.996,10876.532,13570.37,28044.133,32136.027,15082.058,5437.074,30229.002,28204.482,22533.906,27393.512,39705.496,9761.588,8425.921,35323.703,25137.572,25189.93,27805.54,10492.628,37765.727,19853.834,27521.613,30399.64,28576.396,21519.719,28014.219,25090.754,12562.297,20006.535,20631.287,20302.818,35887.855,39370.504,35686.848,27250.438,22990.082,10225.28,33379.03,22945.09,12500.668,34910.39,27147.22,34122.29,43924.24,30740.76,8305.504,10757.0,25290.129,35906.457,3859.2146,29848.89,11850.491,21202.508,34457.78,20876.703,26820.979,32892.766,24086.39,7637.954,32439.357,26587.355,38352.293,25079.396,14378.195,30215.404,34927.13,10899.564,18465.02,21547.754,20767.574,33028.945,17722.16,26453.457,26954.605,31874.352,34043.656,36968.004,43030.06,40517.18,38592.66,39279.11,21781.887,42108.1,42192.54,26047.207,32968.1,32817.855,33658.043,37707.562,33332.336,33864.266,32988.348,20406.637,37204.188,23931.203,34509.4,79121.42,35536.64,21274.26,18242.033,30629.553,37081.504,41174.207,27577.57,21582.438,
1233,357.213741864359,0.92559785,,,,,,,,,,,0,0,1683.0333,0,0,0,0,0,9818.509,0,0,0,0,0,0,0,0,0,0,0,1101.3848,0,0,0,0,0,0,5372.784,0,0,0,0,0,1448.6823,0,0,0,0,0,0,0,0,0,0,5634.1377,0,0,0,0,87492.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075.7366,0,0,0,0,0,0,0,0,0,26538.44,0,0,0,0,32335.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187953.16,0,0,0,0,0,0,0,0,
936,357.2137922271233,0.5755332,,,,,,,,,,,4844.42,0,174891.94,0,0,16791.271,0,39770.227,9958.231,0,25059.826,6291.94,527.3775,5534.647,0,0,27418.006,1035.9359,4471.804,12947.467,88009.66,793.74304,0,0,5487.6333,0,50529.164,71899.48,12651.086,0,5877.836,10012.734,666.17596,3869.201,8456.062,93577.9,5902.0127,0,72685.555,0,22223.324,4643.9893,107319.3,0,403938.16,9867.963,12011.555,0,18624.738,21735.773,653.3594,0,70073.586,3299.5232,72319.41,0,29158.38,16392.227,66171.64,33878.676,2393.991,1832.5073,31135.02,12213.038,0,0,1657.8895,0,10235.136,0,0,1286.1082,0,1729.8247,12937.554,577.818,20503.87,68056.76,46593.773,5143.8735,725.649,0,28649.656,28819.922,0,32149.838,2534.24,0,19404.396,0,9112.172,34075.11,3858.215,4167.597,164.19041,0,0,13225.4375,834.4445,36368.71,0,0,1071.8195,762.2454,4433.776,0,14626.82,5090.3164,2994.5627,10161.629,22673.938,24535.512,45043.215,8409.441,15706.0625,12388.946,9758.823,6308.5503,0,14464.254,36049.785,28752.336,37745.82,8680.786,3707.7507,4794.838,11324.0625,24821.648,0,47667.28,33128.906,0,33817.598,0,712.1196,0,0,0,5400.6235,8392.432,0,
3141,357.2362195006894,4.1884885,,,,,,,,,,,1097.4578,2974.1353,3748.1653,1173.4307,2962.2358,11673.879,894.1741,1487.911,33765.465,1846.6244,10632.666,2941.1772,14405.685,10111.314,543.3395,0,1400.3379,1057.8616,0,1472.414,47367.266,1713.6362,0,1356.6709,1061.6396,0,0,1247.6196,1719.1117,0,7888.4937,0,0,1868.9906,5251.9854,990.0161,5818.394,0,3640.246,309.11322,1727.3724,0,5873.871,8900.124,1501.563,870.1217,1497.8494,7073.4126,2312.8457,2041.5432,1986.688,5802.7085,378.72015,6634.826,434.91006,2189.3145,928.9973,1671.49,1548.4777,7057.34,1447.1788,11724.671,1128.0438,4251.0913,0,1600.2002,404.33966,1225.1416,2757.0127,3203.1765,2950.6433,351.57733,0,9130.634,5733.502,2035.9717,1556.1134,2149.0703,1072.2725,1281.0916,954.33875,0,0,590.65076,4911.581,0,2908.8953,0,2262.6194,5586.378,493668.9,9934.813,7600.03,6193.08,0,2724.5806,1150.416,2297.9756,1543.214,1393.9236,1894.2855,14063.079,0,600.0626,2838.395,6806.153,982.27893,0,4233.2407,13284.587,2491.7898,1690.0673,23075.105,505.7046,22219.63,16147.584,1716.7203,996.78687,1128.0443,13788.341,2043.0955,26409.676,1580.5741,1264.5253,15559.449,1301.169,547.68634,33024.965,1398.352,24696.36,608.12823,941.04913,14846.625,1982.9402,4405.962,0,13881.445,1700.3369,1558.0638,380.81918,2831.2275,
3330,357.23625835838374,4.426076,,,,,,,,,,,3529.2383,5126.6294,5270.9634,1902.7023,4973.2603,6092.3545,1895.8298,3475.3857,12493.153,2881.4463,6351.1685,3979.436,7364.998,7707.26,2271.0483,155.18466,3894.165,1925.1152,1853.6703,1574.045,18831.973,2390.7588,2421.3162,3446.1772,3218.7466,0,1257.229,3925.362,3456.2986,942.1085,4941.5366,2357.0627,1735.5819,4574.3804,5016.952,3106.9915,5896.921,2379.0652,2244.1301,4305.0303,4730.387,1004.345,4882.456,7123.7124,3843.7166,3898.3547,3222.723,4549.2803,1921.7172,2553.6113,3717.9297,5555.806,2605.7812,6700.112,2123.9336,4080.6865,4221.2295,3109.0315,3596.295,6108.013,3733.3125,7438.178,3716.306,5251.9204,2243.899,2452.4077,1807.0466,4658.4883,4441.3906,5150.0327,4066.3474,2977.4692,0,4554.175,4559.7456,2961.1025,3484.5244,5188.142,3634.233,3286.3264,2828.497,559.8124,678.32196,1873.8179,4854.1943,0,4163.827,1038.0098,3100.3315,7324.4126,201753.88,6328.203,5514.5957,5946.39,333.53308,4240.579,3362.8057,3957.9663,2240.3567,1012.613,4185.4,7712.7925,0,1425.8285,3544.4128,5192.512,3317.438,2516.5107,3671.9521,9378.749,5479.3013,4765.7544,13800.154,3761.023,10633.159,8316.598,3752.3599,4519.459,1258.2643,8591.195,4125.9814,13169.34,3735.2766,2416.836,8456.166,5098.8438,4617.423,15195.553,3342.7993,12426.723,1821.7239,4608.64,19244.889,4400.9204,2170.5396,3217.5503,8304.911,4403.3335,5079.8086,4644.427,2159.4417,
