"Metabolite","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif","p.adj.BH","LibraryID","Precursor_Mass","Network_Number","NPC.superclass","NPC.class","NPC.pathway","ClassyFire.superclass","ClassyFire.class","ClassyFire.subclass","ClassyFire.level.5"
"13870","Amigos","Low","Medium",0,0.149851536897512,-0.313175868499967,0.61287894229499,0.727,"ns",1,"Suspect related to 1,2-dioleoyl-sn-glycero-3-phosphatidylcholine (predicted molecular formula: C40H76N7O6P) with delta m/z -4.031 (putative explanation: x2 reduction (reverse); atomic difference: -4H)",804.5502,184,"Glycerophospholipids","Glycerophosphocholines","Fatty acids","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines"
"13873","Amigos","High","Low",0,0.364314173662915,-0.101907793907287,0.830536141233117,0.158,"ns",0.487706624605678,NA,584.4282,240,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"13873","Amigos","High","Medium",0,0.0421038815865851,-0.374759894257377,0.458967657430547,0.969,"ns",1,NA,584.4282,240,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"13873","Amigos","Low","Medium",0,-0.32221029207633,-0.718037839590886,0.0736172554382261,0.136,"ns",0.449581081081081,NA,584.4282,240,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"138_i","Amigos","High","Low",0,-0.120849545062406,-0.683157664901191,0.441458574776379,0.869,"ns",1,NA,301.2377,192,"Glycerolipids","Hydroxy fatty acids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters"
"138_i","Amigos","High","Medium",0,0.255022563777991,-0.247754873427215,0.757800000983197,0.458,"ns",0.879593719332679,NA,301.2377,192,"Glycerolipids","Hydroxy fatty acids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters"
"138_i","Amigos","Low","Medium",0,0.375872108840397,-0.101533632427667,0.853277850108461,0.154,"ns",0.480922340425532,NA,301.2377,192,"Glycerolipids","Hydroxy fatty acids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters"
"13900","Amigos","High","Low",0,-0.124947338179808,-0.435130503221121,0.185235826861505,0.61,"ns",0.995277378318584,NA,367.1896,120,"Peptide alkaloids","Pyridine alkaloids","Alkaloids","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Polyols"
"13900","Amigos","High","Medium",0,0.018083571415764,-0.259260986276881,0.295428129108409,0.987,"ns",1,NA,367.1896,120,"Peptide alkaloids","Pyridine alkaloids","Alkaloids","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Polyols"
"13900","Amigos","Low","Medium",0,0.143030909595572,-0.120317988652381,0.406379807843525,0.408,"ns",0.829133956386293,NA,367.1896,120,"Peptide alkaloids","Pyridine alkaloids","Alkaloids","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Polyols"
"13902","Amigos","High","Low",0,0.319768965447459,0.0596702940356256,0.579867636859292,0.0113,"*",0.0864958279009126,NA,158.9643,464,NA,NA,NA,NA,NA,NA,NA
"13902","Amigos","High","Medium",0,0.170188750658503,-0.062373680540984,0.402751181857991,0.198,"ns",0.560761215629523,NA,158.9643,464,NA,NA,NA,NA,NA,NA,NA
"13902","Amigos","Low","Medium",0,-0.149580214788955,-0.370406830388611,0.0712464008107006,0.249,"ns",0.632574210298572,NA,158.9643,464,NA,NA,NA,NA,NA,NA,NA
"13904","Amigos","High","Low",0,-0.121570513674343,-0.423422708812102,0.180281681463416,0.61,"ns",0.995277378318584,NA,627.4212,NA,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13904","Amigos","High","Medium",0,-0.156378868974763,-0.426274443539184,0.113516705589658,0.361,"ns",0.774079985390796,NA,627.4212,NA,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13904","Amigos","Low","Medium",0,-0.0348083553004201,-0.291084169020573,0.221467458419733,0.945,"ns",1,NA,627.4212,NA,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13907","Amigos","High","Low",0,-0.074753942193286,-0.569651389514891,0.420143505128319,0.933,"ns",1,NA,575.3894,NA,"Oligopeptides","Lipopeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"13907","Amigos","High","Medium",0,-0.338199321092465,-0.780702748421761,0.104304106236831,0.171,"ns",0.512214795918367,NA,575.3894,NA,"Oligopeptides","Lipopeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"13907","Amigos","Low","Medium",0,-0.263445378899179,-0.68361872222202,0.156727964423662,0.304,"ns",0.706845148514851,NA,575.3894,NA,"Oligopeptides","Lipopeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"13911","Amigos","High","Low",0,-0.300835698978643,-0.627730289832451,0.0260588918751646,0.0785,"ns",0.326628986534373,NA,685.4992,895,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13911","Amigos","High","Medium",0,-0.14372973787105,-0.43601650881941,0.14855703307731,0.479,"ns",0.895893278114049,NA,685.4992,895,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13911","Amigos","Low","Medium",0,0.157105961107594,-0.120431120355547,0.434643042570735,0.378,"ns",0.791172192513369,NA,685.4992,895,"Glycerolipids","Triacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols"
"13917","Amigos","High","Low",0,-0.136834948309974,-0.507788941535797,0.234119044915849,0.661,"ns",1,NA,601.4055,NA,"Glycerolipids","Diacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"13917","Amigos","High","Medium",0,-0.224794971378015,-0.556476644565641,0.106886701809612,0.249,"ns",0.632574210298572,NA,601.4055,NA,"Glycerolipids","Diacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"13917","Amigos","Low","Medium",0,-0.0879600230680404,-0.402904018831601,0.226983972695521,0.788,"ns",1,NA,601.4055,NA,"Glycerolipids","Diacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"13965","Amigos","High","Low",0,0.456412162070383,-0.0153521277669701,0.928176451907736,0.0604,"ns",0.275531002331002,NA,566.4166,NA,NA,NA,NA,NA,NA,NA,NA
"13965","Amigos","High","Medium",0,0.0345396904850162,-0.38727965062171,0.456359031591742,0.98,"ns",1,NA,566.4166,NA,NA,NA,NA,NA,NA,NA,NA
"13965","Amigos","Low","Medium",0,-0.421872471585367,-0.822405511297073,-0.0213394318736602,0.0363,"*",0.199735051546392,NA,566.4166,NA,NA,NA,NA,NA,NA,NA,NA
"1397","Amigos","High","Low",0,-0.0594881824493663,-0.281753891248464,0.162777526349732,0.804,"ns",1,NA,243.1832,422,"Ornithine alkaloids","Polyamines","Alkaloids","Organic nitrogen compounds","Organonitrogen compounds","Guanidines",NA
"1397","Amigos","High","Medium",0,-0.0796255254105596,-0.278360310674995,0.119109259853875,0.613,"ns",0.995277378318584,NA,243.1832,422,"Ornithine alkaloids","Polyamines","Alkaloids","Organic nitrogen compounds","Organonitrogen compounds","Guanidines",NA
"1397","Amigos","Low","Medium",0,-0.0201373429611933,-0.208843359687623,0.168568673765236,0.966,"ns",1,NA,243.1832,422,"Ornithine alkaloids","Polyamines","Alkaloids","Organic nitrogen compounds","Organonitrogen compounds","Guanidines",NA
"13975","Amigos","High","Low",0,0.281607648673725,-0.224899342902604,0.788114640250054,0.391,"ns",0.806875571177504,NA,538.3853,576,"Linear polyketides","Open-chain polyketides","Amino acids and Peptides","Lipids and lipid-like molecules","Fatty Acyls",NA,NA
"13975","Amigos","High","Medium",0,-0.1505545100407,-0.603438397302149,0.302329377220749,0.714,"ns",1,NA,538.3853,576,"Linear polyketides","Open-chain polyketides","Amino acids and Peptides","Lipids and lipid-like molecules","Fatty Acyls",NA,NA
"13975","Amigos","Low","Medium",0,-0.432162158714425,-0.862192132032757,-0.00213218539609317,0.0486,"*",0.240988682432432,NA,538.3853,576,"Linear polyketides","Open-chain polyketides","Amino acids and Peptides","Lipids and lipid-like molecules","Fatty Acyls",NA,NA
"13989","Amigos","High","Low",0,0.566296440029208,0.0356791520986991,1.09691372795972,0.0333,"*",0.186728080229226,NA,499.3744,170,"Linear polyketides","Open-chain polyketides","Polyketides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"13989","Amigos","High","Medium",0,0.0998605281680611,-0.374581136019476,0.574302192355598,0.874,"ns",1,NA,499.3744,170,"Linear polyketides","Open-chain polyketides","Polyketides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"13989","Amigos","Low","Medium",0,-0.466435911861147,-0.916935790373912,-0.0159360333483817,0.0405,"*",0.213442998204668,NA,499.3744,170,"Linear polyketides","Open-chain polyketides","Polyketides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"139_i","Amigos","High","Low",0,1.04718159085987,0.480773766253033,1.6135894154667,5.28e-05,"****",0.000837807567567568,"Lauryl diethanolamide",288.2535,192,"Fatty amides","N-acyl ethanolamines (endocannabinoids)","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"139_i","Amigos","High","Medium",0,0.759098218334674,0.252655105703745,1.2655413309656,0.00138,"**",0.0155210344827586,"Lauryl diethanolamide",288.2535,192,"Fatty amides","N-acyl ethanolamines (endocannabinoids)","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"139_i","Amigos","Low","Medium",0,-0.288083372525192,-0.768969807962017,0.192803062911633,0.337,"ns",0.744086874764949,"Lauryl diethanolamide",288.2535,192,"Fatty amides","N-acyl ethanolamines (endocannabinoids)","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"13_i","Amigos","High","Low",0,0.200928644760988,-0.177893599698232,0.579750889220208,0.425,"ns",0.847833843017329,"Suspect related to Maltotriose (predicted molecular formula: C13H21N5O7) with delta m/z -145.027 (putative explanation: unspecified; atomic difference: unspecified)",145.0496,39,"Saccharides","Disaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Disaccharides"
"13_i","Amigos","High","Medium",0,-0.0312769936611632,-0.369993918609957,0.30743993128763,0.974,"ns",1,"Suspect related to Maltotriose (predicted molecular formula: C13H21N5O7) with delta m/z -145.027 (putative explanation: unspecified; atomic difference: unspecified)",145.0496,39,"Saccharides","Disaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Disaccharides"
"13_i","Amigos","Low","Medium",0,-0.232205638422151,-0.553829865503802,0.0894185886594998,0.207,"ns",0.574065658951346,"Suspect related to Maltotriose (predicted molecular formula: C13H21N5O7) with delta m/z -145.027 (putative explanation: unspecified; atomic difference: unspecified)",145.0496,39,"Saccharides","Disaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Disaccharides"
"14008","Amigos","High","Low",0,0.150363232842506,-0.308604163347664,0.609330629032675,0.721,"ns",1,NA,388.3943,NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Phenylmethylamines",NA
"14008","Amigos","High","Medium",0,0.447882364145346,0.0375051295370341,0.858259598753658,0.0286,"*",0.167408374875374,NA,388.3943,NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Phenylmethylamines",NA
"14008","Amigos","Low","Medium",0,0.29751913130284,-0.0921492057982869,0.687187468403968,0.172,"ns",0.513899236641221,NA,388.3943,NA,"Pseudoalkaloids","Phenylalanine-derived alkaloids","Alkaloids","Benzenoids","Benzene and substituted derivatives","Phenylmethylamines",NA
"14017","Amigos","High","Low",0,0.34525493168895,0.0919072464679211,0.598602616909978,0.00417,"**",0.039615,NA,714.4751,NA,"Macrolides","Open-chain polyketides","Polyketides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA
"14017","Amigos","High","Medium",0,0.100890390457316,-0.125635770918087,0.327416551832719,0.547,"ns",0.941218347010551,NA,714.4751,NA,"Macrolides","Open-chain polyketides","Polyketides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA
"14017","Amigos","Low","Medium",0,-0.244364541231634,-0.459459495749043,-0.0292695867142249,0.0214,"*",0.139289800443459,NA,714.4751,NA,"Macrolides","Open-chain polyketides","Polyketides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA
"14030","Amigos","High","Low",0,-0.261590447446844,-0.800718166252771,0.277537271359082,0.489,"ns",0.903941750629723,NA,515.3966,NA,"Pseudoalkaloids","Steroidal alkaloids","Alkaloids","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA
"14030","Amigos","High","Medium",0,0.096879318463337,-0.385171790571416,0.57893042749809,0.884,"ns",1,NA,515.3966,NA,"Pseudoalkaloids","Steroidal alkaloids","Alkaloids","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA
"14030","Amigos","Low","Medium",0,0.358469765910181,-0.0992555614574825,0.816195093277845,0.157,"ns",0.486923930269414,NA,515.3966,NA,"Pseudoalkaloids","Steroidal alkaloids","Alkaloids","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA
"14035","Amigos","High","Low",0,-0.80988274900266,-1.42971935399228,-0.190046144013036,0.0064,"**",0.0559976154992548,NA,403.2825,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14035","Amigos","High","Medium",0,-0.299101121439225,-0.853316592899973,0.255114350021523,0.413,"ns",0.834672289156626,NA,403.2825,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14035","Amigos","Low","Medium",0,0.510781627563435,-0.015466426537207,1.03702968166408,0.0593,"ns",0.272631401722788,NA,403.2825,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14038","Amigos","High","Low",0,0.353424494309368,-0.123434863212176,0.830283851830911,0.19,"ns",0.549773287333662,NA,539.3678,576,"Diterpenoids","Tigliane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids"
"14038","Amigos","High","Medium",0,-0.0604082937563931,-0.486783295687258,0.365966708174471,0.941,"ns",1,NA,539.3678,576,"Diterpenoids","Tigliane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids"
"14038","Amigos","Low","Medium",0,-0.413832788065761,-0.818691595944,-0.00897398018752099,0.0438,"*",0.22576804214223,NA,539.3678,576,"Diterpenoids","Tigliane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids"
"14044","Amigos","High","Low",0,-0.073237655656849,-0.490131168971594,0.343655857657896,0.91,"ns",1,NA,453.3479,24,"Ornithine alkaloids","Polyamines","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14044","Amigos","High","Medium",0,0.0380546760537963,-0.334702971963017,0.41081232407061,0.969,"ns",1,NA,453.3479,24,"Ornithine alkaloids","Polyamines","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14044","Amigos","Low","Medium",0,0.111292331710645,-0.242654818849682,0.465239482270973,0.74,"ns",1,NA,453.3479,24,"Ornithine alkaloids","Polyamines","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14047","Amigos","High","Low",0,0.404749487179859,-0.119372975756223,0.928871950115941,0.165,"ns",0.502185069984448,NA,469.3276,170,"Meroterpenoids","Open-chain polyketides","Terpenoids","Lipids and lipid-like molecules",NA,NA,NA
"14047","Amigos","High","Medium",0,-0.112331650932895,-0.580966087106847,0.356302785241057,0.839,"ns",1,NA,469.3276,170,"Meroterpenoids","Open-chain polyketides","Terpenoids","Lipids and lipid-like molecules",NA,NA,NA
"14047","Amigos","Low","Medium",0,-0.517081138112754,-0.96206683919952,-0.0720954370259876,0.018,"*",0.122596287703016,NA,469.3276,170,"Meroterpenoids","Open-chain polyketides","Terpenoids","Lipids and lipid-like molecules",NA,NA,NA
"14054","Amigos","High","Low",0,-0.446506774451277,-0.998712758298383,0.10569920939583,0.139,"ns",0.451865448504983,NA,427.2822,NA,"Diterpenoids","Beyerane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA
"14054","Amigos","High","Medium",0,0.0700333046438728,-0.423711493933154,0.5637781032209,0.94,"ns",1,NA,427.2822,NA,"Diterpenoids","Beyerane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA
"14054","Amigos","Low","Medium",0,0.51654007909515,0.047711161727265,0.985368996463034,0.0267,"*",0.160940143737166,NA,427.2822,NA,"Diterpenoids","Beyerane diterpenoids","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA
"14057","Amigos","High","Low",0,-0.394177296511148,-0.742898952456212,-0.0454556405660837,0.0222,"*",0.141978431372549,NA,335.1517,312,"Anthranilic acid alkaloids","Quinolizidine alkaloids","Alkaloids","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines"
"14057","Amigos","High","Medium",0,-0.203694156654437,-0.515497195394625,0.108108882085751,0.275,"ns",0.670205479452055,NA,335.1517,312,"Anthranilic acid alkaloids","Quinolizidine alkaloids","Alkaloids","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines"
"14057","Amigos","Low","Medium",0,0.190483139856711,-0.105585358496844,0.486551638210266,0.285,"ns",0.681007326007326,NA,335.1517,312,"Anthranilic acid alkaloids","Quinolizidine alkaloids","Alkaloids","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines"
"14058","Amigos","High","Low",0,0.483372618714858,-0.0492731361173803,1.0160183735471,0.0841,"ns",0.342035452660677,NA,497.3589,NA,"Apocarotenoids","Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Sesterterpenoids",NA
"14058","Amigos","High","Medium",0,0.0789391439885458,-0.397316236477177,0.555194524454268,0.92,"ns",1,NA,497.3589,NA,"Apocarotenoids","Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Sesterterpenoids",NA
"14058","Amigos","Low","Medium",0,-0.404433474726313,-0.856655543815191,0.0477885943625655,0.0903,"ns",0.354926853707415,NA,497.3589,NA,"Apocarotenoids","Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)","Terpenoids","Lipids and lipid-like molecules","Prenol lipids","Sesterterpenoids",NA
"14079","Amigos","High","Low",0,-0.468092656818773,-1.07264468192042,0.13645936828287,0.164,"ns",0.499400414937759,NA,589.4293,NA,NA,NA,NA,NA,NA,NA,NA
"14079","Amigos","High","Medium",0,-0.0514955122539882,-0.592044558433449,0.489053533925473,0.973,"ns",1,NA,589.4293,NA,NA,NA,NA,NA,NA,NA,NA
"14079","Amigos","Low","Medium",0,0.416597144564785,-0.0966741341098065,0.929868423239376,0.137,"ns",0.450603361344538,NA,589.4293,NA,NA,NA,NA,NA,NA,NA,NA
"140_i","Amigos","High","Low",0,0.791926997432028,0.268292037592876,1.31556195727118,0.00123,"**",0.0140766666666667,"Spectral Match to 12,13-DiHOME from NIST14",279.2321,169,"Octadecanoids","Other Octadecanoids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"140_i","Amigos","High","Medium",0,0.888140577268471,0.419942032999787,1.35633912153716,3.23e-05,"****",0.000541809428571429,"Spectral Match to 12,13-DiHOME from NIST14",279.2321,169,"Octadecanoids","Other Octadecanoids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"140_i","Amigos","Low","Medium",0,0.0962135798364434,-0.348358225791323,0.54078538546421,0.867,"ns",1,"Spectral Match to 12,13-DiHOME from NIST14",279.2321,169,"Octadecanoids","Other Octadecanoids","Fatty acids","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"14122","Amigos","High","Low",0,-0.469207231514138,-1.02996301404736,0.091548551019079,0.121,"ns",0.41763139329806,NA,140.0682,328,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14122","Amigos","High","Medium",0,-0.0223777904124347,-0.523767233838723,0.479011653013854,0.994,"ns",1,NA,140.0682,328,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14122","Amigos","Low","Medium",0,0.446829441101704,-0.029258348822753,0.92291723102616,0.071,"ns",0.306481718061674,NA,140.0682,328,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14133","Amigos","High","Low",0,-0.469711375421701,-0.976292195599215,0.0368694447558118,0.0756,"ns",0.321163241678727,NA,373.2117,NA,NA,NA,NA,NA,NA,NA,NA
"14133","Amigos","High","Medium",0,-0.284581342061395,-0.7375312418053,0.168368557682511,0.302,"ns",0.704986878727634,NA,373.2117,NA,NA,NA,NA,NA,NA,NA,NA
"14133","Amigos","Low","Medium",0,0.185130033360307,-0.244962621247574,0.615222687968187,0.569,"ns",0.960218166139695,NA,373.2117,NA,NA,NA,NA,NA,NA,NA,NA
"14134","Amigos","High","Low",0,-0.281508615484007,-0.576364514076851,0.0133472831088378,0.0649,"ns",0.287134815373022,NA,365.1057,NA,"Aminosugars and aminoglycosides","Aminosugars","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"14134","Amigos","High","Medium",0,-0.16585610602349,-0.429496071033867,0.0977838589868878,0.301,"ns",0.703771804062127,NA,365.1057,NA,"Aminosugars and aminoglycosides","Aminosugars","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"14134","Amigos","Low","Medium",0,0.115652509460517,-0.134683372004854,0.365988390925888,0.522,"ns",0.928685454545455,NA,365.1057,NA,"Aminosugars and aminoglycosides","Aminosugars","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"14160","Amigos","High","Low",0,-0.378463366649826,-0.874132514869947,0.117205781570295,0.172,"ns",0.513899236641221,NA,545.4025,NA,NA,NA,NA,NA,NA,NA,NA
"14160","Amigos","High","Medium",0,-0.0968245884693183,-0.540018017927974,0.346368840989337,0.864,"ns",1,NA,545.4025,NA,NA,NA,NA,NA,NA,NA,NA
"14160","Amigos","Low","Medium",0,0.281638778180508,-0.139189747641919,0.702467304002934,0.258,"ns",0.646210750853242,NA,545.4025,NA,NA,NA,NA,NA,NA,NA,NA
"14162","Amigos","High","Low",0,0.208327312793842,-0.0867859936442857,0.50344061923197,0.222,"ns",0.596504347826087,NA,495.3649,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14162","Amigos","High","Medium",0,0.24196251768043,-0.0219076038085792,0.505832639169439,0.0799,"ns",0.33128029661017,NA,495.3649,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14162","Amigos","Low","Medium",0,0.033635204886588,-0.216919218653582,0.284189628426758,0.946,"ns",1,NA,495.3649,NA,"Glycerolipids","Monoacylglycerols","Fatty acids","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols","Diacylglycerols"
"14177","Amigos","High","Low",0,-0.304241311238581,-0.642135408704179,0.0336527862270172,0.0874,"ns",0.348827600271924,NA,352.1783,312,"Small peptides","Glucosinolates","Amino acids and Peptides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"14177","Amigos","High","Medium",0,-0.20833496891859,-0.510456745888885,0.0937868080517051,0.237,"ns",0.619513357079252,NA,352.1783,312,"Small peptides","Glucosinolates","Amino acids and Peptides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"14177","Amigos","Low","Medium",0,0.0959063423199906,-0.190969440510454,0.382782125150436,0.711,"ns",1,NA,352.1783,312,"Small peptides","Glucosinolates","Amino acids and Peptides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"141_i","Amigos","High","Low",0,-0.0297199495608069,-0.182006429038139,0.122566529916525,0.89,"ns",1,"Austinoneol",415.2118,47,"Coumarins","Dibenzylbutane lignans","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers","Anisoles","Carboxylic acid esters"
"141_i","Amigos","High","Medium",0,-0.0541117120995418,-0.19027585978172,0.0820524355826364,0.618,"ns",0.99925034425778,"Austinoneol",415.2118,47,"Coumarins","Dibenzylbutane lignans","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers","Anisoles","Carboxylic acid esters"
"141_i","Amigos","Low","Medium",0,-0.0243917625387349,-0.153684648511684,0.104901123434214,0.897,"ns",1,"Austinoneol",415.2118,47,"Coumarins","Dibenzylbutane lignans","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers","Anisoles","Carboxylic acid esters"
"14232","Amigos","High","Low",0,0.33628487339212,-0.226726574840089,0.899296321624329,0.339,"ns",0.74737852046564,NA,416.3009,NA,"Phenolic acids (C6-C1)","Simple phenolic acids","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"14232","Amigos","High","Medium",0,-0.145056536945055,-0.648462842264882,0.358349768374773,0.776,"ns",1,NA,416.3009,NA,"Phenolic acids (C6-C1)","Simple phenolic acids","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
