Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3913","main.cluster index_upperinput":"3913"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=e8905c85fe114d9e9e493557eadf509f&show=true	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	Spectral Match to Pentapropylene glycol from NIST14	0.9514879999999999	 	2.8160	2.8160	0	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	CCMSLIB00003136844	1386425.228	10	3913	20	 	10	309.2274	1	309.2274	1386425.228
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3914","main.cluster index_upperinput":"3914"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=192&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8049	2.8049	0	N/A	N/A	104189.35160000002	9	3914	192	 	9	303.2648	1	303.2648	104189.35160000002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3915","main.cluster index_upperinput":"3915"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=64&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8025	2.8025	0	N/A	N/A	266538.75768	6	3915	64	 	6	1001.6106	2	501.3053	266538.75768
81.0	[M-H2O+H]+	372.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3918","main.cluster index_upperinput":"3918"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.7116	2.7116	0	N/A	N/A	570337.3260000001	7	3918	15	289.1898700000001	7	272.1857	1	272.1857	570337.3260000001
 	 	372.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3920","main.cluster index_upperinput":"3920"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.7410	2.7410	0	N/A	N/A	458132.52591000014	15	3920	15	 	15	335.2541	1	335.2541	458132.52591000014
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3921","main.cluster index_upperinput":"3921"}	This Node is a Singleton	N/A	N/A	N/A	 	2.7635	2.7635	0	N/A	N/A	160963.361	6	3921	-1	 	6	312.1783	1	312.1783	160963.361
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3923","main.cluster index_upperinput":"3923"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8026	2.8026	0	N/A	N/A	361213.76619	14	3923	-1	 	14	201.1962	1	201.1962	361213.76619
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3925","main.cluster index_upperinput":"3925"}	This Node is a Singleton	N/A	N/A	N/A	 	2.7689	2.7689	0	N/A	N/A	58674.404760000005	6	3925	-1	 	6	1079.6604	2	540.3302	58674.404760000005
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3927","main.cluster index_upperinput":"3927"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=186&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8519	2.8519	0	N/A	N/A	8955980.904299995	389	3927	186	 	389	184.1527	1	184.1527	8955980.904299995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3928","main.cluster index_upperinput":"3928"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8091	2.8091	0	N/A	N/A	91724.16657	7	3928	-1	 	7	921.4720	1	921.4720	91724.16657
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3930","main.cluster index_upperinput":"3930"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8747	2.8747	0	N/A	N/A	111918.90467999999	47	3930	45	 	47	1273.7240	2	637.3620	111918.90467999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3941","main.cluster index_upperinput":"3941"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8237	2.8237	0	N/A	N/A	205402.088547	32	3941	4	 	32	2948.6516	4	737.9129	205402.088547
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3944","main.cluster index_upperinput":"3944"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8026	2.8026	0	N/A	N/A	421108.90196900006	47	3944	45	 	47	1717.9379	2	859.4690	421108.90196900006
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3951","main.cluster index_upperinput":"3951"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8266	2.8266	0	N/A	N/A	263020.58498099993	37	3951	4	 	37	2948.6449	3	983.5483	263020.58498099993
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3968","main.cluster index_upperinput":"3968"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8345	2.8345	0	N/A	N/A	57245.509959999996	11	3968	174	 	11	3464.0059	6	578.1676	57245.509959999996
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3969","main.cluster index_upperinput":"3969"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=360&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.7940	2.7940	0	N/A	N/A	74926.30213	8	3969	360	 	8	1237.6989	2	619.3495	74926.30213
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3970","main.cluster index_upperinput":"3970"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8180	2.8180	0	N/A	N/A	76260.24726400002	21	3970	174	 	21	1874.0977	3	625.3659	76260.24726400002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3976","main.cluster index_upperinput":"3976"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=64&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8037	2.8037	0	N/A	N/A	111108.09685000003	22	3976	64	 	22	794.4850	2	397.7425	111108.09685000003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3978","main.cluster index_upperinput":"3978"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=180&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8806	2.8806	0	N/A	N/A	108865.74132800002	105	3978	180	 	105	2653.4847	3	885.1616	108865.74132800002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3982","main.cluster index_upperinput":"3982"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=243&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	Suspect related to Spectral Match to Leu-Leu-Arg from NIST14 (predicted molecular formula: C23H42N4O5) with delta m/z 54.034 (putative explanation: unspecified|3x water; atomic difference: 3C,4H,1N|H6,3O)	0.931939	 	2.7756	2.7756	0	N/A	CCMSLIB00009994845	83317.0777	2	3982	243	 	2	455.3229	1	455.3229	83317.0777
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3989","main.cluster index_upperinput":"3989"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8091	2.8091	0	N/A	N/A	360100.62795	9	3989	-1	 	9	1118.5823	1	1118.5823	360100.62795
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3993","main.cluster index_upperinput":"3993"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=143&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.7852	2.7852	0	N/A	N/A	798010.1350199999	10	3993	143	 	10	538.3600	1	538.3600	798010.1350199999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3997","main.cluster index_upperinput":"3997"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.7953	2.7953	0	N/A	N/A	100446.45631000001	22	3997	12	 	22	2550.4059	3	850.8020	100446.45631000001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3999","main.cluster index_upperinput":"3999"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8309	2.8309	0	N/A	N/A	214976.52588700003	56	3999	-1	 	56	2949.6495	4	738.1624	214976.52588700003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4000","main.cluster index_upperinput":"4000"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8109	2.8109	0	N/A	N/A	52888.271068999995	49	4000	-1	 	49	1803.0428	2	902.0214	52888.271068999995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4002","main.cluster index_upperinput":"4002"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8109	2.8109	0	N/A	N/A	364442.870541	135	4002	141	 	135	2101.2059	2	1051.1029	364442.870541
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4003","main.cluster index_upperinput":"4003"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8302	2.8302	0	N/A	N/A	205648.80508300004	92	4003	174	 	92	3122.7428	4	781.4357	205648.80508300004
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4005","main.cluster index_upperinput":"4005"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8234	2.8234	0	N/A	N/A	50346.9822	6	4005	147	 	6	414.2704	1	414.2704	50346.9822
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4006","main.cluster index_upperinput":"4006"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=127&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8290	2.8290	0	N/A	N/A	49905.01189999999	9	4006	127	 	9	873.5085	2	437.2542	49905.01189999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4007","main.cluster index_upperinput":"4007"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8432	2.8432	0	N/A	N/A	133977.474867	29	4007	-1	 	29	3462.9970	5	693.3994	133977.474867
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4008","main.cluster index_upperinput":"4008"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8471	2.8471	0	N/A	N/A	138981.33787999998	30	4008	174	 	30	3463.9984	5	693.5997	138981.33787999998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4012","main.cluster index_upperinput":"4012"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8315	2.8315	0	N/A	N/A	269991.48250899994	37	4012	4	 	37	3275.8476	4	819.7119	269991.48250899994
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4013","main.cluster index_upperinput":"4013"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8275	2.8275	0	N/A	N/A	255562.51779400007	33	4013	4	 	33	3276.8490	4	819.9623	255562.51779400007
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4014","main.cluster index_upperinput":"4014"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8297	2.8297	0	N/A	N/A	58790.32599499999	10	4014	-1	 	10	3275.8402	3	1092.6134	58790.32599499999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4018","main.cluster index_upperinput":"4018"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8304	2.8304	0	N/A	N/A	127311.25380400005	73	4018	4	 	73	2950.6377	3	984.2126	127311.25380400005
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4020","main.cluster index_upperinput":"4020"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8125	2.8125	0	N/A	N/A	157441.91227	6	4020	-1	 	6	1118.5910	2	559.7955	157441.91227
 	 	400.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4021","main.cluster index_upperinput":"4021"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8172	2.8172	0	N/A	N/A	1731103.6642299988	183	4021	12	 	183	2536.3903	3	846.1301	1731103.6642299988
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4025","main.cluster index_upperinput":"4025"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8243	2.8243	0	N/A	N/A	178335.7822	27	4025	4	 	27	3276.8598	5	656.1720	178335.7822
 	 	12.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4027","main.cluster index_upperinput":"4027"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8164	2.8164	0	N/A	N/A	260745.92406000005	21	4027	36	 	21	2765.6065	3	922.5355	260745.92406000005
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4029","main.cluster index_upperinput":"4029"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8564	2.8564	0	N/A	N/A	206033.0246	8	4029	45	 	8	826.4470	1	826.4470	206033.0246
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4039","main.cluster index_upperinput":"4039"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8277	2.8277	0	N/A	N/A	212964.96853599997	46	4039	4	 	46	3006.6555	3	1002.8852	212964.96853599997
 	 	12.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4044","main.cluster index_upperinput":"4044"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8204	2.8204	0	N/A	N/A	227550.27212400007	46	4044	36	 	46	2766.6071	3	922.8690	227550.27212400007
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4046","main.cluster index_upperinput":"4046"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=134&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8245	2.8245	0	N/A	N/A	274547.301167	79	4046	134	 	79	990.6066	2	495.8033	274547.301167
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4049","main.cluster index_upperinput":"4049"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=560&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8425	2.8425	0	N/A	N/A	32803.373826	14	4049	560	 	14	2463.3734	3	821.7911	32803.373826
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4051","main.cluster index_upperinput":"4051"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8256	2.8256	0	N/A	N/A	98685.279386	35	4051	141	 	35	990.5983	1	990.5983	98685.279386
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4059","main.cluster index_upperinput":"4059"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=929&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8206	2.8206	0	N/A	N/A	222438.08997000003	19	4059	929	 	19	950.5026	2	475.7513	222438.08997000003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4062","main.cluster index_upperinput":"4062"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=327&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8274	2.8274	0	N/A	N/A	350690.4002	4	4062	327	 	4	683.3377	1	683.3377	350690.4002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4063","main.cluster index_upperinput":"4063"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=239&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8400	2.8400	0	N/A	N/A	64968.922000000006	6	4063	239	 	6	1231.6764	2	616.3382	64968.922000000006
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4066","main.cluster index_upperinput":"4066"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8147	2.8147	0	N/A	N/A	63348.176	2	4066	-1	 	2	929.5433	1	929.5433	63348.176
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4068","main.cluster index_upperinput":"4068"}	This Node is a Singleton	N/A	N/A	N/A	 	2.8157	2.8157	0	N/A	N/A	39846.21	2	4068	-1	 	2	705.3196	1	705.3196	39846.21
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4071","main.cluster index_upperinput":"4071"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	2.8262	2.8262	0	N/A	N/A	1825911.1311359997	22	4071	27	 	22	661.3559	1	661.3559	1825911.1311359997
